Protein	G_niphandrodes_count
XP_011134080.1 hypothetical protein GNI_083220,...	1
XP_011134079.1 hypothetical protein GNI_083120,...	1
XP_011134078.1 hypothetical protein GNI_083020	1
XP_011134077.1 hypothetical protein GNI_082920,...	1
XP_011134076.1 hypothetical protein GNI_082910	1
XP_011134075.1 hypothetical protein GNI_082900	1
XP_011134074.1 hypothetical protein GNI_082890	1
XP_011134073.1 calcium/calmodulin-dependent pro...	1
XP_011134072.1 hypothetical protein GNI_082780,...	1
XP_011134071.1 putative crooked neck-like pre-m...	1
XP_011134070.1 hypothetical protein GNI_082760	1
XP_011134069.1 putative pre-mRNA splicing factor	1
XP_011134068.1 Fcf2 pre-rRNA processing protein...	1
XP_011134067.1 chromo domain protein	1
XP_011134066.1 hypothetical protein GNI_082450,...	1
XP_011134065.1 hypothetical protein GNI_082440	1
XP_011134064.1 hypothetical protein GNI_082430	1
XP_011134063.1 hypothetical protein GNI_082420	1
XP_011134062.1 hypothetical protein GNI_082410	1
XP_011134036.1 hypothetical protein GNI_081790	1
XP_011134035.1 putative DNA-directed RNA polyme...	1
XP_011134034.1 hypothetical protein GNI_081770	1
XP_011134033.1 putative membrane skeletal protein	1
XP_011134008.1 hypothetical protein GNI_080880	1
XP_011134007.1 hypothetical protein GNI_080870,...	1
XP_011134006.1 hypothetical protein GNI_080770	1
XP_011134005.1 nucleoside diphosphate kinase	1
XP_011134004.1 proteasome subunit alpha type	1
XP_011134003.1 hypothetical protein GNI_080740	1
XP_011134002.1 pre-mRNA-splicing factor of RES ...	1
XP_011134001.1 hypothetical protein GNI_080720	1
XP_011134000.1 anoctamin	1
XP_011133999.1 putative transmembrane protein	1
XP_011133998.1 hypothetical protein GNI_080690	1
XP_011133997.1 hypothetical protein GNI_080590,...	1
XP_011133996.1 hypothetical protein GNI_080490	1
XP_011133995.1 hypothetical protein GNI_080390,...	1
XP_011133994.1 integrase core domain protein	1
XP_011133993.1 hypothetical protein GNI_233960	1
XP_011133992.1 hypothetical protein GNI_233860	1
XP_011133991.1 hypothetical protein GNI_233760	1
XP_011133990.1 putative transmembrane protein	1
XP_011133989.1 putative KRAB-A domain protein, ...	1
XP_011133988.1 hypothetical protein GNI_233550	1
XP_011134009.1 putative nucleoredoxin	1
XP_011134010.1 small GTPase family Rab subfamil...	1
XP_011134011.1 Rab GTPase family protein, partial	1
XP_011134023.1 hypothetical protein GNI_081390	1
XP_011134032.1 hypothetical protein GNI_081660	1
XP_011134031.1 hypothetical protein GNI_081560	1
XP_011134030.1 Rab GTPase family 11 (Rab11)-lik...	1
XP_011134029.1 short chain dehydrogenase	1
XP_011134028.1 hypothetical protein GNI_081530	1
XP_011134027.1 hypothetical protein GNI_081520	1
XP_011134026.1 hypothetical protein GNI_081510	1
XP_011134025.1 hypothetical protein GNI_081500	1
XP_011134024.1 zinc knuckle protein	1
XP_011134022.1 phosphatidylinositol N-acetylglu...	1
XP_011134012.1 Met-10+-like protein	1
XP_011134021.1 hypothetical protein GNI_081370	1
XP_011134020.1 hypothetical protein GNI_081360	1
XP_011134019.1 hypothetical protein GNI_081350	1
XP_011134018.1 hypothetical protein GNI_081250	1
XP_011134017.1 splicing factor	1
XP_011134016.1 hypothetical protein GNI_081140,...	1
XP_011134015.1 carbohydrate-binding module fami...	1
XP_011134014.1 SAC3/GANP family protein	1
XP_011134013.1 SET domain protein	1
XP_011134083.1 26S proteasome regulatory subuni...	1
XP_011134084.1 26S proteasome subunit, partial	1
XP_011134085.1 hypothetical protein GNI_083540	1
XP_011134134.1 hypothetical protein GNI_144500	1
XP_011134156.1 hypothetical protein GNI_145980	1
XP_011134155.1 hypothetical protein GNI_145970	1
XP_011134154.1 hypothetical protein GNI_145870	1
XP_011134153.1 hypothetical protein GNI_145860	1
XP_011134152.1 D-alanine-D-alanine ligase	1
XP_011134151.1 hypothetical protein GNI_145840	1
XP_011134150.1 hypothetical protein GNI_145740	1
XP_011134149.1 aspartyl protease	1
XP_011134148.1 zinc knuckle protein, partial	1
XP_011134147.1 zinc knuckle protein, partial	1
XP_011134146.1 hypothetical protein GNI_145340,...	1
XP_011134145.1 hypothetical protein GNI_145240,...	1
XP_011134144.1 hypothetical protein GNI_145140	1
XP_011134143.1 putative transmembrane protein	1
XP_011134142.1 hypothetical protein GNI_145030	1
XP_011134141.1 hypothetical protein GNI_144930,...	1
XP_011134140.1 hypothetical protein GNI_144830,...	1
XP_011134139.1 acetyl-CoA carboxylase	1
XP_011134138.1 hypothetical protein GNI_144630	1
XP_011134137.1 hypothetical protein GNI_144620,...	1
XP_011134136.1 LisH	1
XP_011134157.1 hypothetical protein GNI_145990	1
XP_011134158.1 hypothetical protein GNI_146090,...	1
XP_011134159.1 hypothetical protein GNI_146190,...	1
XP_011134171.1 putative vacuolar ATP synthase 1...	1
XP_011134180.1 hypothetical protein GNI_147490	1
XP_011134179.1 putative transmembrane protein	1
XP_011134178.1 hypothetical protein GNI_147380,...	1
XP_011134177.1 hypothetical protein GNI_147280	1
XP_011134176.1 hypothetical protein GNI_147180	1
XP_011134175.1 hypothetical protein GNI_147170	1
XP_011134174.1 hypothetical protein GNI_147070	1
XP_011134173.1 hypothetical protein GNI_146970	1
XP_011134172.1 vacuolar ATP synthase proteolipi...	1
XP_011134170.1 putative vacuolar ATP synthase, ...	1
XP_011134160.1 hypothetical protein GNI_146290,...	1
XP_011134169.1 hypothetical protein GNI_146750	1
XP_011134168.1 SET domain protein	1
XP_011134167.1 putative polyketide synthase	1
XP_011134166.1 putative polyketide synthase	1
XP_011134165.1 polyketide synthase type I	1
XP_011134164.1 putative polyketide synthase type I	1
XP_011134163.1 putative type I fatty acid synthase	1
XP_011134162.1 SNF2 family amine-terminal domai...	1
XP_011134161.1 WD domain, G-beta repeat protein	1
XP_011134135.1 hypothetical protein GNI_144510	1
XP_011134133.1 putative aspartyl protease	1
XP_011134086.1 exportin 1-like protein	1
XP_011134132.1 putative ubiquitin-conjugating e...	1
XP_011134107.1 hypothetical protein GNI_084390	1
XP_011134106.1 hypothetical protein GNI_084380	1
XP_011134105.1 hypothetical protein GNI_084370	1
XP_011134104.1 hypothetical protein GNI_084360,...	1
XP_011134103.1 hypothetical protein GNI_084260	1
XP_011134102.1 hypothetical protein GNI_084250	1
XP_011134101.1 MED6 mediator sub complex component	1
XP_011134100.1 hypothetical protein GNI_084230	1
XP_011134099.1 protein phosphatase 2C	1
XP_011134098.1 hypothetical protein GNI_084210,...	1
XP_011134097.1 putative nuclear pore protein	1
XP_011134096.1 putative transmembrane protein	1
XP_011134095.1 glutamate dehydrogenase	1
XP_011134094.1 putative origin recognition comp...	1
XP_011134093.1 hypothetical protein GNI_083980	1
XP_011134092.1 CwfJ carboxy-terminal protein 1,...	1
XP_011134091.1 hypothetical protein GNI_083960,...	1
XP_011134090.1 hypothetical protein GNI_083860	1
XP_011134089.1 ubiquitin carboxyl-terminal hydr...	1
XP_011134088.1 hypothetical protein GNI_083750	1
XP_011134087.1 putative transmembrane protein	1
XP_011134108.1 hypothetical protein GNI_084400	1
XP_011134109.1 putative protein tyrosine phosph...	1
XP_011134110.1 mannose-1-phosphate guanyltransf...	1
XP_011134122.1 putative NOL1/NOP2/sun family RN...	1
XP_011134131.1 Gar1/Naf1 RNA-binding region pro...	1
XP_011134130.1 hypothetical protein GNI_144460	1
XP_011134129.1 hypothetical protein GNI_144360	1
XP_011134128.1 hypothetical protein GNI_144350	1
XP_011134127.1 hypothetical protein GNI_144250,...	1
XP_011134126.1 hypothetical protein GNI_144240	1
XP_011134125.1 hypothetical protein GNI_144140,...	1
XP_011134124.1 helicase	1
XP_011134123.1 hypothetical protein GNI_143940	1
XP_011134121.1 hypothetical protein GNI_143920	1
XP_011134111.1 putative AARP2CN (NUC121) domain...	1
XP_011134120.1 cyclin, partial	1
XP_011134119.1 hypothetical protein GNI_084870,...	1
XP_011134118.1 hypothetical protein GNI_084770,...	1
XP_011134117.1 hypothetical protein GNI_084670,...	1
XP_011134116.1 helicase	1
XP_011134115.1 putative transmembrane protein	1
XP_011134114.1 helicase	1
XP_011134113.1 hypothetical protein GNI_084450	1
XP_011134112.1 small nuclear ribonucleoprotein ...	1
XP_011134379.1 methyltransferase domain protein	1
XP_011134381.1 hypothetical protein GNI_024230	1
XP_011133187.1 putative CorA-like Mg2+ transpor...	1
XP_011134652.1 hypothetical protein GNI_175320	1
XP_011134650.1 hypothetical protein GNI_175210,...	1
XP_011134649.1 hypothetical protein GNI_175200	1
XP_011134648.1 hypothetical protein GNI_175190	1
XP_011134647.1 hypothetical protein GNI_175180	1
XP_011134646.1 hypothetical protein GNI_175170	1
XP_011134645.1 hypothetical protein GNI_175160	1
XP_011134644.1 hypothetical protein GNI_175060	1
XP_011134643.1 putative transmembrane protein	1
XP_011134642.1 hypothetical protein GNI_160530	1
XP_011134641.1 hypothetical protein GNI_160520	1
XP_011134640.1 hypothetical protein GNI_160510	1
XP_011134639.1 phosphoadenosine phosphosulfate ...	1
XP_011134638.1 hypothetical protein GNI_160400	1
XP_011134637.1 putative glycogen debranching en...	1
XP_011134636.1 dihydrofolate reductase-thymidyl...	1
XP_011134635.1 hypothetical protein GNI_160381	1
XP_011134634.1 proteasome subunit alpha type	1
XP_011134633.1 major facilitator family transpo...	1
XP_011134632.1 hypothetical protein GNI_160260	1
XP_011134631.1 hypothetical protein GNI_160250	1
XP_011134630.1 C2H2 type zinc-finger protein	1
XP_011134651.1 hypothetical protein GNI_175310,...	1
XP_011134653.1 hypothetical protein GNI_175420	1
XP_011134677.1 reverse transcriptase	1
XP_011134654.1 hypothetical protein GNI_175430	1
XP_011134675.1 hypothetical protein GNI_188760,...	1
XP_011134674.1 hypothetical protein GNI_188750	1
XP_011134673.1 hypothetical protein GNI_188650,...	1
XP_011134672.1 reverse transcriptase family pro...	1
XP_011134671.1 hypothetical protein GNI_188450	1
XP_011134670.1 hypothetical protein GNI_188440	1
XP_011134669.1 endonuclease/exonuclease/phospha...	1
XP_011134668.1 hypothetical protein GNI_175930	1
XP_011134667.1 putative transmembrane protein	1
XP_011134666.1 putative transmembrane protein	1
XP_011134665.1 hypothetical protein GNI_175900	1
XP_011134664.1 hypothetical protein GNI_175890	1
XP_011134663.1 putative RNA-directed DNA polyme...	1
XP_011134662.1 hypothetical protein GNI_175780	1
XP_011134661.1 putative transmembrane protein	1
XP_011134660.1 hypothetical protein GNI_175670	1
XP_011134659.1 hypothetical protein GNI_175570	1
XP_011134658.1 hypothetical protein GNI_175560	1
XP_011134657.1 hypothetical protein GNI_175550	1
XP_011134656.1 hypothetical protein GNI_175540	1
XP_011134655.1 hypothetical protein GNI_175440	1
XP_011134629.1 hypothetical protein GNI_160230	1
XP_011134628.1 hypothetical protein GNI_160220	1
XP_011134627.1 putative pre-rRNA-processing pro...	1
XP_011134626.1 hypothetical protein GNI_160200	1
XP_011134601.1 putative Mg2+ transporter	1
XP_011134600.1 putative ABC transporter	1
XP_011134599.1 eukaryotic translation initiatio...	1
XP_011134598.1 putative transmembrane protein, ...	1
XP_011134597.1 hypothetical protein GNI_158470	1
XP_011134596.1 putative transmembrane protein	1
XP_011134595.1 ring-variant domain protein, par...	1
XP_011134594.1 WW domain protein	1
XP_011134593.1 amine-terminal domain cyclin	1
XP_011134592.1 clathrin adaptor complex small p...	1
XP_011134591.1 ATP-dependent metalloprotease	1
XP_011134590.1 hypothetical protein GNI_062720	1
XP_011134589.1 putative transcription initiatio...	1
XP_011134588.1 hypothetical protein GNI_062700	1
XP_011134587.1 hypothetical protein GNI_062690,...	1
XP_011134586.1 hypothetical protein GNI_062590,...	1
XP_011134585.1 chagasin family peptidase inhibi...	1
XP_011134584.1 hypothetical protein GNI_062480	1
XP_011134583.1 putative replication associated ...	1
XP_011134582.1 hypothetical protein GNI_062370	1
XP_011134581.1 hypothetical protein GNI_062360	1
XP_011134602.1 hypothetical protein GNI_158700	1
XP_011134603.1 hypothetical protein GNI_158710,...	1
XP_011134604.1 putative transmembrane protein	1
XP_011134616.1 integrin beta chain	1
XP_011134625.1 hypothetical protein GNI_160100,...	1
XP_011134624.1 hypothetical protein GNI_160000,...	1
XP_011134623.1 hypothetical protein GNI_159900,...	1
XP_011134622.1 hypothetical protein GNI_159800,...	1
XP_011134621.1 hypothetical protein GNI_159700	1
XP_011134620.1 hypothetical protein GNI_159690	1
XP_011134619.1 hypothetical protein GNI_159680	1
XP_011134618.1 helicase	1
XP_011134617.1 hypothetical protein GNI_159660	1
XP_011134615.1 lectin-domain protein	1
XP_011134605.1 hypothetical protein GNI_158910,...	1
XP_011134614.1 hypothetical protein GNI_159540	1
XP_011134613.1 COPI associated protein	1
XP_011134612.1 SNF2 family amine-terminal domai...	1
XP_011134611.1 putative DNA repair and recombin...	1
XP_011134610.1 chitinase	1
XP_011134609.1 hypothetical protein GNI_159310	1
XP_011134608.1 putative transmembrane protein	1
XP_011134607.1 putative transmembrane protein	1
XP_011134606.1 hypothetical protein GNI_159010,...	1
XP_011134676.1 hypothetical protein GNI_188860	1
XP_011134678.1 hypothetical protein GNI_189060,...	1
XP_011134382.1 hypothetical protein GNI_024330	1
XP_011134777.1 putative gag-pol polyprotein	1
XP_011134775.1 amidohydrolase	1
XP_011134772.1 Gag-pol polyprotein, partial	1
XP_011134771.1 putative polyprotein	1
XP_011134768.1 hypothetical protein GNI_240210	1
XP_011134763.1 enzymatic polyprotein	1
XP_011134762.1 pyruvate kinase	1
XP_011134761.1 hypothetical protein GNI_235500,...	1
XP_011134760.1 hypothetical protein GNI_237910	1
XP_011134759.1 putative polyprotein	1
XP_011134758.1 endonuclease/exonuclease/phospha...	1
XP_011134757.1 RNA-directed DNA polymerase	1
XP_011134756.1 hypothetical protein GNI_235700,...	1
XP_011134755.1 KRAB-A domain protein	1
XP_011134754.1 integrase core domain protein, p...	1
XP_011134753.1 putative enzymatic polyprotein, ...	1
XP_011134752.1 putative enzymatic polyprotein	1
XP_011134751.1 putative enzymatic polyprotein, ...	1
XP_011134750.1 putative reverse transcriptase, ...	1
XP_011134749.1 putative retroelement protein	1
XP_011134748.1 putative reverse transcriptase	1
XP_011134747.1 hypothetical protein GNI_240820	1
XP_011134776.1 hypothetical protein GNI_239110	1
XP_011134778.1 putative KRAB-A domain protein	1
XP_011134679.1 endonuclease/exonuclease/phospha...	1
XP_011134779.1 heat shock protein 70, partial	1
XP_011134804.1 RNA-directed DNA polymerase, par...	1
XP_011134803.1 putative MarY1-like reverse tran...	1
XP_011134802.1 proteasome subunit alpha type	1
XP_011134801.1 amine-terminal SAM-like domain p...	1
XP_011134800.1 RNA-directed DNA polymerase, par...	1
XP_011134799.1 putative retrotransposon, Ty3-gy...	1
XP_011134798.1 cell division protein FtsW, partial	1
XP_011134797.1 RNA-directed DNA polymerase, par...	1
XP_011134796.1 putative polymerase polyprotein	1
XP_011134794.1 hypothetical protein GNI_243970	1
XP_011134792.1 hypothetical protein GNI_244090	1
XP_011134791.1 RNA-directed DNA polymerase, par...	1
XP_011134790.1 KRAB-A domain protein, partial	1
XP_011134789.1 pyruvate kinase	1
XP_011134788.1 KRAB-A domain protein	1
XP_011134787.1 putative RNA-directed DNA polyme...	1
XP_011134786.1 putative polymerase polyprotein,...	1
XP_011134783.1 aspartyl protease, partial	1
XP_011134782.1 RNA-directed DNA polymerase	1
XP_011134781.1 hypothetical protein GNI_235200	1
XP_011134780.1 heat shock protein 70	1
XP_011134746.1 KRR1 small subunit processome co...	1
XP_011134745.1 putative Gag-pol polyprotein	1
XP_011134743.1 putative enzymatic polyprotein	1
XP_011134742.1 putative retrovirus polyprotein,...	1
XP_011134706.1 hypothetical protein GNI_239710,...	1
XP_011134701.1 KRAB-A domain protein, partial	1
XP_011134698.1 putative translation elongation ...	1
XP_011134697.1 putative RNase HI in long-term r...	1
XP_011134696.1 RNA-directed DNA polymerase, par...	1
XP_011134695.1 Gag-Pol polyprotein	1
XP_011134694.1 hypothetical protein GNI_242220	1
XP_011134693.1 enzymatic polyprotein, partial	1
XP_011134692.1 putative enzymatic polyprotein, ...	1
XP_011134691.1 amidohydrolase	1
XP_011134690.1 hypothetical protein GNI_211310	1
XP_011134689.1 hypothetical protein GNI_211210	1
XP_011134688.1 hypothetical protein GNI_211110,...	1
XP_011134687.1 hypothetical protein GNI_203940	1
XP_011134686.1 putative retrotransposon protein	1
XP_011134685.1 putative polyprotein	1
XP_011134684.1 hypothetical protein GNI_189570,...	1
XP_011134683.1 endonuclease-reverse transcriptase	1
XP_011134682.1 hypothetical protein GNI_189370	1
XP_011134681.1 hypothetical protein GNI_189270,...	1
XP_011134680.1 hypothetical protein GNI_189170	1
XP_011134707.1 putative CopG/DNA-binding domain...	1
XP_011134709.1 putative endonuclease/reverse tr...	1
XP_011134710.1 putative polyprotein	1
XP_011134730.1 60S ribosomal protein L13	1
XP_011134741.1 hypothetical protein GNI_241820,...	1
XP_011134739.1 Gag-pol polyprotein, partial	1
XP_011134738.1 putative polyprotein	1
XP_011134737.1 hypothetical protein GNI_236200	1
XP_011134735.1 hypothetical protein GNI_241520	1
XP_011134734.1 RNA-directed DNA polymerase	1
XP_011134733.1 putative Gag-pol polyprotein	1
XP_011134732.1 putative reverse transcriptase f...	1
XP_011134731.1 Gag-pol polyprotein	1
XP_011134729.1 hypothetical protein GNI_235080,...	1
XP_011134713.1 integrase core domain protein, p...	1
XP_011134726.1 putative gag-pol polyprotein, pa...	1
XP_011134723.1 putative reverse transcriptase	1
XP_011134722.1 integrase core domain protein	1
